t,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
81,38.50714285714286,38.02499999999999,37.36871372857143,38.441428571428574,38.63142857142857,38.46,38.76857142857143,38.32214285714286,38.07785714285715,37.887142857142855,38.40714285714286,37.50071428571429,37.59214285714286
82,38.50285714285714,38.01428571428571,37.37157087142857,38.434999999999995,38.64,38.45499999999999,38.792857142857144,38.35714285714287,38.07785714285715,37.86785714285714,38.436368446428574,37.521428571428565,37.63428571428572
83,38.48357142857144,37.99857142857143,37.35871372857143,38.4,38.64357142857143,38.43071428571428,38.80142857142857,38.38357142857143,38.07071428571429,37.853571428571435,38.460654160714284,37.55214285714286,37.65857142857143
84,38.47428571428572,37.99928571428571,37.33871372857143,38.42142857142857,38.67142857142857,38.410000000000004,38.800000000000004,38.39857142857143,38.065,37.87642857142856,38.467082732142856,37.58357142857143,37.675714285714285
85,38.44785714285714,37.99642857142857,37.486428571428576,38.46,38.68571428571429,38.39857142857143,38.80857142857143,38.40071428571429,38.06714285714286,37.912142857142854,38.46422558928571,37.59428571428571,37.705714285714286
86,38.441428571428574,38.005,37.51857142857143,38.47642857142858,38.69,38.394285714285715,38.81642857142857,38.39714285714286,38.087857142857146,37.93714285714285,38.45136844642857,37.59142857142857,37.73142857142857
87,38.47428571428571,37.989999999999995,37.51642857142857,38.50642857142857,38.682857142857145,38.40785714285715,38.808571428571426,38.417142857142856,38.09571428571429,37.957142857142856,38.44851130357143,37.585,37.738571428571426
88,38.49785714285714,37.935,37.489285714285714,38.51357142857143,38.70928571428571,38.415000000000006,38.79714285714285,38.440000000000005,38.08214285714286,38.01214285714286,38.46279701785714,37.59857142857144,37.72857142857142
89,38.51,37.92285714285714,37.47714285714286,38.51357142857143,38.72785714285715,38.42857142857143,38.78214285714286,38.43357142857143,38.05428571428571,38.019999999999996,38.47208273214285,37.615,37.73285714285714
90,38.49857142857143,37.923571428571435,37.486428571428576,38.52357142857142,38.745,38.425714285714285,38.75642857142857,38.425714285714285,38.04714285714285,38.03142857142858,38.469939875,37.637857142857136,37.737857142857145
