t,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
116,38.05785714285714,37.93928571428571,37.59714285714286,37.71642857142857,38.103552795714286,37.80428571428571,37.99571428571428,37.75214285714286,37.14785714285714,38.22571428571428,37.660000000000004,37.916428571428575,37.81428571428571
117,38.082857142857144,37.95,37.585,37.70214285714286,38.07714285714286,37.83428571428571,38.003571428571426,37.74571428571429,37.214999999999996,38.21,37.75642857142857,37.949999999999996,37.80428571428571
118,38.07357142857143,37.949999999999996,37.53928571428572,37.67857142857142,37.959999999999994,37.847857142857144,38.02071428571429,37.71714285714285,37.245000000000005,38.199999999999996,37.68642857142857,37.99285714285714,37.79714285714285
119,38.018571428571434,37.955714285714286,37.497142857142855,37.63857142857143,37.935714285714276,37.83642857142858,38.04071428571429,37.691428571428574,37.21214285714286,38.17571428571428,37.597142857142856,38.042142857142856,37.77428571428571
120,37.99928571428571,37.95285714285715,37.50571428571429,37.62928571428572,37.99571428571429,37.845000000000006,38.049285714285716,37.68642857142857,37.128571428571426,38.14928571428572,37.620000000000005,38.07357142857143,37.78285714285714
121,38.00214285714286,37.972857142857144,37.53285714285714,37.66357142857142,37.964285714285715,37.85214285714285,38.05785714285714,37.70071428571429,37.14928571428571,38.13,37.71071428571429,38.10071428571428,37.77428571428572
122,38.05285714285714,37.97928571428572,37.535714285714285,37.727857142857154,37.97142857142857,37.84285714285715,38.03142857142858,37.700714285714284,37.19571428571429,38.10285714285715,37.64714285714285,38.07714285714285,37.785714285714285
123,38.08,37.96,37.53214285714285,37.70357142857142,37.93428571428571,37.837857142857146,38.00857142857143,37.69214285714286,37.17,38.12,37.672142857142845,38.03285714285714,37.83428571428572
124,38.09285714285714,37.989999999999995,37.515,37.65285714285715,37.85928571428571,37.825,37.99357142857143,37.67,37.16857142857143,38.152857142857144,37.632857142857134,38.02071428571429,37.837857142857146
125,38.10214285714286,38.01571428571428,37.504999999999995,37.56214285714286,37.83285714285715,37.833571428571425,37.99142857142857,37.65214285714285,37.237857142857145,38.167857142857144,37.61428571428572,38.03785714285715,37.82642857142857
126,38.10214285714286,38.02428571428571,37.47428571428572,37.479285714285716,37.82142857142857,37.85285714285714,37.995,37.635714285714286,37.20214285714286,38.173571428571435,37.61071428571428,38.015,37.79642857142857
127,38.082142857142856,38.01142857142857,37.441428571428574,37.492142857142866,37.75142857142857,37.857142857142854,37.97714285714285,37.621428571428574,37.21214285714286,38.18071428571428,37.62285714285714,37.98785714285714,37.80071428571428
128,38.055714285714295,38.00785714285714,37.44785714285714,37.56285714285713,37.777142857142856,37.862142857142864,37.95642857142857,37.62642857142857,37.21428571428571,38.18571428571429,37.60714285714285,37.98285714285714,37.80357142857143
129,38.034285714285716,38.02928571428572,37.45714285714286,37.56357142857143,37.89071428571428,37.85714285714285,37.97571428571428,37.622142857142855,37.220000000000006,38.17,37.57285714285714,37.932857142857145,37.78785714285714
130,38.020714285714284,38.012857142857136,37.473571428571425,37.54142857142858,37.83142857142857,37.88071428571429,37.993571428571435,37.60142857142858,37.244285714285716,38.13571428571429,37.53785714285714,37.917142857142856,37.75071428571429
