t,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
2848,0.0,121.0,25.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,3.0,0.0
2849,0.0,102.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,4.0,4.0,0.0,0.0
2850,0.0,144.6491649,5.0,0.0,0.0,0.0,34.0,0.0,43.0,0.0,2.0,28.0,0.0
2851,0.0,103.0,1.0,6.0,5.0,2.0,6.0,3.0,27.0,0.0,0.0,0.0,0.0
2852,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,35.0,21.0,0.0
2853,4.0,64.0,0.0,13.0,0.0,0.0,7.0,0.0,67.0,26.0,36.0,0.0,0.0
2854,2.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,53.0,29.0,18.0,54.0,0.0
2855,0.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,7.0,1.0,19.0,0.0
2856,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,39.0,8.0,0.0
2857,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,39.0,20.0,74.0,0.0
2858,0.0,48.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,26.0,162.1198533,62.0,0.0
2859,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,6.0,47.0,68.0,0.0
2860,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,70.0,98.0,0.0,0.0
2861,0.0,110.0,0.0,0.0,0.0,10.0,0.0,0.0,50.0,7.0,87.0,61.0,7.0
2862,0.0,47.0,0.0,0.0,0.0,61.0,0.0,0.0,13.0,0.0,3.0,78.0,0.0
2863,0.0,124.0,0.0,0.0,0.0,58.0,57.0,0.0,0.0,32.0,17.0,12.0,0.0
2864,0.0,38.0,0.0,0.0,8.0,17.0,28.0,0.0,26.0,19.0,0.0,19.0,0.0
2865,0.0,16.0,0.0,10.0,12.0,27.0,27.0,0.0,16.0,0.0,0.0,52.0,0.0
2866,0.0,31.0,0.0,0.0,0.0,26.0,2.0,0.0,23.0,9.0,71.0,50.0,1.0
2867,0.0,83.0,0.0,0.0,0.0,8.0,0.0,13.0,42.0,12.0,28.0,34.0,67.0
2868,0.0,30.0,0.0,0.0,8.0,15.0,0.0,0.0,39.0,56.0,33.0,44.0,70.0
2869,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,64.0,54.0,3.0,91.0,59.0
2870,25.0,11.0,0.0,0.0,22.0,7.0,0.0,0.0,19.0,72.0,21.0,94.0,50.0
2871,27.0,36.0,0.0,30.0,1.0,16.0,0.0,0.0,58.0,0.0,26.0,86.0,47.0
2872,17.0,82.0,0.0,39.0,5.0,9.0,37.0,0.0,81.0,34.0,2.0,54.0,90.0
2873,30.0,83.0,16.0,23.0,4.0,0.0,0.0,0.0,63.0,17.0,36.0,57.0,27.0
2874,5.0,89.0,0.0,0.0,0.0,26.0,49.0,0.0,24.0,55.0,1.0,82.0,6.0
2875,0.0,31.0,13.0,11.0,2.0,64.0,19.0,0.0,42.0,0.0,0.0,37.0,1.0
2876,2.0,51.0,14.0,0.0,72.0,40.0,11.0,9.0,12.0,0.0,15.0,6.0,0.0
2877,9.0,84.0,0.0,0.0,35.0,22.0,0.0,22.0,14.0,5.0,2.0,49.0,0.0
2878,4.0,144.6491649,0.0,0.0,40.0,37.0,0.0,24.0,14.0,21.0,5.0,83.0,0.0
2879,34.0,26.0,0.0,22.0,11.0,102.0,0.0,33.0,35.0,0.0,4.0,72.0,0.0
2880,34.0,38.0,0.0,4.0,38.0,81.0,0.0,85.0,8.0,3.0,14.0,68.0,0.0
2881,46.0,31.0,0.0,0.0,102.0,111.0,0.0,55.0,0.0,7.0,0.0,82.0,0.0
2882,61.0,33.0,0.0,0.0,61.0,112.0,6.0,53.0,0.0,0.0,0.0,63.0,0.0
2883,17.0,124.0,0.0,0.0,150.0,78.0,50.0,82.0,0.0,0.0,0.0,53.0,0.0
2884,0.0,134.0,0.0,41.0,40.0,53.0,56.0,111.0,0.0,3.0,0.0,34.0,0.0
2885,41.0,71.0,0.0,87.0,14.0,51.0,48.0,41.0,0.0,18.0,21.0,16.0,0.0
2886,86.0,63.0,0.0,88.0,116.0,79.0,41.0,13.0,32.0,37.0,11.0,0.0,0.0
2887,63.0,10.0,0.0,35.0,88.0,37.0,37.0,65.0,0.0,0.0,63.0,30.0,2.0
2888,88.0,21.0,0.0,0.0,71.0,49.0,33.0,69.0,0.0,0.0,30.0,30.0,0.0
2889,90.0,49.0,0.0,49.0,10.0,112.0,69.0,86.0,0.0,9.0,94.0,7.0,0.0
2890,65.0,34.0,0.0,14.0,39.0,0.0,83.0,78.0,0.0,48.0,79.0,23.0,0.0
2891,83.0,21.0,18.0,0.0,71.0,0.0,56.0,81.0,11.0,42.0,19.0,1.0,15.0
2892,62.0,14.0,0.0,47.0,89.0,0.0,81.0,74.0,7.0,0.0,51.0,0.0,0.0
2893,75.0,13.0,0.0,111.0,69.0,0.0,61.0,38.0,0.0,10.0,56.0,0.0,0.0
2894,94.0,42.0,0.0,59.0,62.0,0.0,16.0,38.0,0.0,0.0,73.0,0.0,0.0
2895,42.0,57.0,22.0,41.0,88.0,0.0,14.0,38.0,5.0,86.0,6.0,0.0,0.0
2896,7.0,98.0,15.0,92.0,77.0,0.0,0.0,58.0,0.0,94.0,81.0,9.0,4.0
2897,16.0,80.0,0.0,71.0,88.0,0.0,3.0,38.0,0.0,84.0,129.0,1.0,47.0
2898,0.0,71.0,0.0,47.0,74.0,0.0,20.0,71.0,0.0,61.0,41.0,5.0,64.0
2899,16.0,14.0,32.0,36.0,6.0,0.0,62.0,56.0,0.0,60.0,67.0,10.0,74.0
2900,0.0,1.0,17.0,63.0,60.0,0.0,18.0,68.0,0.0,31.0,55.0,0.0,34.0
2901,16.0,1.0,42.0,50.0,53.0,0.0,57.0,62.0,18.0,77.0,40.0,0.0,0.0
2902,1.0,74.0,62.0,127.0,28.0,12.0,96.0,37.0,3.0,37.0,40.0,0.0,0.0
2903,0.0,47.0,72.0,50.0,47.0,0.0,107.0,49.0,0.0,10.0,72.0,0.0,61.0
2904,0.0,52.0,57.0,113.0,88.0,0.0,71.0,0.0,0.0,0.0,78.0,0.0,75.0
2905,0.0,71.0,94.0,58.0,20.0,0.0,75.0,23.0,0.0,15.0,37.0,0.0,74.0
2906,0.0,49.0,62.0,77.0,47.0,0.0,53.0,0.0,11.0,0.0,89.0,0.0,38.0
2907,0.0,129.0,45.0,11.0,58.0,0.0,42.0,9.0,0.0,0.0,64.0,0.0,43.0
2908,0.0,101.0,1.0,0.0,93.0,3.0,20.0,26.0,4.0,0.0,24.0,0.0,61.0
2909,0.0,26.0,0.0,7.0,86.0,64.0,68.0,5.0,6.0,27.0,70.0,0.0,51.0
2910,0.0,34.0,0.0,6.0,82.0,15.0,99.0,0.0,1.0,65.0,3.0,0.0,92.0
2911,0.0,34.0,0.0,0.0,88.0,41.0,75.0,0.0,0.0,24.0,0.0,0.0,102.0
2912,24.0,74.0,0.0,3.0,103.0,69.0,80.0,0.0,0.0,41.0,37.0,0.0,71.0
2913,16.0,114.0,0.0,0.0,81.0,10.0,90.0,0.0,0.0,4.0,39.0,0.0,87.0
2914,20.0,26.0,0.0,1.0,91.0,0.0,14.0,1.0,0.0,29.0,82.0,0.0,69.0
2915,7.0,72.0,0.0,26.0,108.0,0.0,28.0,0.0,0.0,11.0,12.0,0.0,20.0
2916,50.0,86.0,0.0,0.0,70.0,0.0,40.0,14.0,0.0,0.0,25.0,0.0,62.0
2917,0.0,141.0,0.0,9.0,45.0,0.0,2.0,0.0,0.0,0.0,71.0,0.0,65.0
2918,0.0,50.0,0.0,0.0,60.0,0.0,8.0,0.0,15.0,0.0,83.0,0.0,88.0
2919,0.0,70.0,3.0,0.0,61.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,54.0
2920,0.0,47.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,17.0
2921,8.0,75.0,20.0,44.0,75.0,53.0,3.0,0.0,15.0,5.0,8.0,29.0,37.0
2922,75.0,22.0,7.0,22.0,50.0,19.0,57.0,0.0,0.0,0.0,16.0,57.0,60.0
2923,68.0,35.0,48.0,70.0,27.0,77.0,7.0,0.0,0.0,38.0,44.0,22.0,79.0
2924,91.0,33.0,0.0,34.0,123.0,68.0,52.0,4.0,0.0,16.0,37.0,65.0,101.0
2925,72.0,94.0,0.0,0.0,41.0,38.0,10.0,6.0,70.0,32.0,43.0,71.0,90.0
2926,91.0,77.0,0.0,0.0,66.0,109.0,23.0,0.0,22.0,70.0,6.0,44.0,97.0
2927,43.0,55.0,26.0,24.0,99.0,106.0,6.0,0.0,64.0,88.0,23.0,40.0,68.0
2928,13.0,34.0,26.0,11.0,54.0,90.0,5.0,0.0,65.0,124.0,3.0,63.0,82.0
2929,17.0,14.0,62.0,4.0,50.0,70.0,0.0,0.0,14.0,24.0,22.0,0.0,38.0
2930,83.0,102.0,77.0,70.0,63.0,82.0,0.0,0.0,45.0,2.0,25.0,50.0,49.0
2931,27.0,111.0,110.0,0.0,96.0,84.0,71.0,0.0,44.0,48.0,50.0,60.0,0.0
2932,80.0,104.0,88.0,86.0,72.0,72.0,8.0,0.0,67.0,76.0,32.0,72.0,4.0
2933,64.0,52.0,51.0,134.0,76.0,62.0,12.0,0.0,57.0,76.0,37.0,49.0,0.0
2934,52.0,85.0,74.0,108.0,107.0,68.0,63.0,0.0,65.0,74.0,90.0,88.0,20.0
2935,28.0,23.0,67.0,78.0,68.0,55.0,0.0,0.0,52.0,68.0,55.0,92.0,0.0
2936,0.0,46.0,49.0,75.0,86.0,33.0,0.0,0.0,53.0,67.0,60.0,15.0,14.0
2937,0.0,38.0,37.0,110.0,44.0,84.0,0.0,0.0,63.0,82.0,69.0,72.0,0.0
2938,3.0,28.0,27.0,67.0,42.0,42.0,0.0,28.0,15.0,89.0,52.0,89.0,12.0
2939,39.0,63.0,66.0,85.0,82.0,56.0,39.0,12.0,0.0,93.0,44.0,50.0,0.0
2940,16.0,53.0,67.0,83.0,66.0,58.0,16.0,4.0,30.0,80.0,61.0,82.0,0.0
2941,16.0,101.0,51.0,101.0,15.0,60.0,65.0,0.0,13.0,64.0,42.0,93.0,4.0
2942,14.0,143.0,31.0,95.0,60.0,74.0,89.0,0.0,68.0,48.0,0.0,93.0,0.0
2943,0.0,85.0,0.0,116.0,13.0,55.0,92.0,0.0,44.0,39.0,0.0,22.0,17.0
2944,16.0,144.6491649,11.0,93.0,0.0,75.0,8.0,1.0,8.0,29.0,18.0,57.0,30.0
2945,13.0,83.0,4.0,85.0,44.0,72.0,28.0,7.0,83.0,43.0,34.0,0.0,63.0
2946,0.0,71.0,55.0,78.0,59.0,55.0,56.0,0.0,38.0,62.0,25.0,3.0,12.0
2947,4.0,103.0,58.0,29.0,1.0,66.0,77.0,36.0,73.0,70.0,39.0,0.0,18.0
2948,9.0,64.0,0.0,0.0,71.0,79.0,103.0,46.0,67.0,29.0,74.0,19.0,67.0
2949,67.0,52.0,36.0,3.0,79.0,45.0,106.0,16.0,59.0,7.0,23.0,72.0,27.0
2950,35.0,92.0,84.0,69.0,52.0,78.0,80.0,16.0,1.0,13.0,5.0,77.0,27.0
2951,19.0,55.0,53.0,90.0,108.0,50.0,32.0,68.0,3.0,67.0,0.0,89.0,49.0
2952,24.0,45.0,83.0,78.0,56.0,62.0,44.0,107.0,20.0,36.0,46.0,86.0,28.0
2953,14.0,88.0,80.0,1.0,76.0,54.0,76.0,97.0,46.0,40.0,114.0,102.0,1.0
2954,27.0,120.0,62.0,4.0,85.0,89.0,18.0,58.0,57.0,39.0,74.0,105.0,0.0
2955,53.0,97.0,42.0,7.0,66.0,76.0,9.0,63.0,27.0,26.0,103.0,103.0,11.0
2956,76.0,144.6491649,58.0,5.0,39.0,49.0,72.0,68.0,46.0,73.0,89.0,95.0,13.0
2957,100.0,137.0,41.0,94.0,67.0,57.0,83.0,78.0,43.0,85.0,25.0,89.0,0.0
2958,60.0,125.0,70.0,101.0,113.0,22.0,90.0,68.0,31.0,78.0,10.0,83.0,10.0
2959,79.0,74.0,14.0,108.0,31.0,56.0,95.0,69.0,39.0,56.0,18.0,63.0,10.0
2960,54.0,113.0,43.0,38.0,59.0,94.0,71.0,20.0,33.0,46.0,43.0,71.0,3.0
2961,26.0,138.0,76.0,53.0,53.0,100.0,79.0,6.0,54.0,77.0,2.0,1.0,7.0
2962,51.0,94.0,26.0,93.0,64.0,24.0,108.0,11.0,47.0,40.0,33.0,6.0,9.0
2963,21.0,95.0,35.0,72.0,90.0,43.0,84.0,0.0,62.0,34.0,28.0,79.0,57.0
2964,9.0,83.0,40.0,71.0,46.0,41.0,55.0,0.0,18.0,23.0,84.0,99.0,89.0
2965,7.0,131.0,59.0,66.0,0.0,60.0,80.0,8.0,6.0,19.0,57.0,93.0,60.0
2966,4.0,65.0,42.0,79.0,42.0,47.0,52.0,47.0,4.0,68.0,12.0,74.0,52.0
2967,11.0,111.0,71.0,113.0,90.0,83.0,80.0,2.0,62.0,59.0,101.0,74.0,31.0
2968,63.0,133.0,73.0,56.0,51.0,11.0,64.0,12.0,68.0,24.0,64.0,61.0,99.0
2969,72.0,118.0,71.0,79.0,81.0,0.0,58.0,0.0,46.0,5.0,29.0,52.0,26.0
2970,50.0,80.0,52.0,104.0,30.0,13.0,45.0,27.0,57.0,15.0,33.0,66.0,0.0
2971,51.0,79.0,27.0,44.0,16.0,84.0,74.0,18.0,48.0,86.0,15.0,16.0,70.0
2972,68.0,70.0,30.0,86.0,28.0,45.0,69.0,0.0,49.0,85.0,18.0,0.0,74.0
2973,30.0,83.0,46.0,92.0,0.0,43.0,72.0,51.0,41.0,57.0,41.0,0.0,86.0
2974,66.0,25.0,86.0,70.0,3.0,28.0,44.0,43.0,51.0,56.0,65.0,31.0,59.0
2975,84.0,95.0,5.0,95.0,45.0,100.0,77.0,61.0,23.0,92.0,19.0,107.0,83.0
2976,87.0,44.0,33.0,48.0,67.0,28.0,78.0,72.0,23.0,53.0,46.0,73.0,87.0
2977,85.0,44.0,54.0,1.0,74.0,90.0,70.0,79.0,0.0,56.0,44.0,89.0,70.0
2978,73.0,124.0,45.0,71.0,78.0,70.0,90.0,3.0,0.0,28.0,79.0,97.0,55.0
2979,45.0,63.0,61.0,90.0,39.0,59.0,72.0,33.0,0.0,50.0,0.0,68.0,40.0
2980,34.0,52.0,50.0,66.0,56.0,47.0,11.0,57.0,1.0,101.0,64.0,98.0,37.0
2981,57.0,43.0,35.0,101.0,92.0,23.0,0.0,68.0,17.0,58.0,33.0,107.0,29.0
2982,65.0,110.0,31.0,107.0,30.0,31.0,26.0,55.0,29.0,49.0,27.0,100.0,66.0
2983,70.0,105.0,23.0,103.0,68.0,57.0,41.0,74.0,53.0,71.0,47.0,109.0,56.0
2984,58.0,91.0,52.0,101.0,80.0,91.0,58.0,45.0,79.0,75.0,20.0,6.0,62.0
2985,44.0,77.0,40.0,81.0,75.0,59.0,33.0,69.0,60.0,54.0,26.0,0.0,85.0
2986,48.0,91.0,29.0,98.0,44.0,46.0,6.0,66.0,7.0,15.0,26.0,45.0,71.0
2987,72.0,71.0,30.0,87.0,48.0,33.0,40.0,32.0,0.0,13.0,51.0,75.0,38.0
2988,67.0,73.0,38.0,99.0,17.0,80.0,69.0,19.0,32.0,84.0,16.0,86.0,27.0
2989,19.0,55.0,62.0,91.0,77.0,30.0,80.0,60.0,67.0,61.0,34.0,87.0,18.0
2990,5.0,95.0,15.0,27.0,73.0,45.0,68.0,44.0,60.0,39.0,30.0,101.0,75.0
2991,0.0,103.0,23.0,40.0,88.0,56.0,52.0,77.0,79.0,34.0,55.0,72.0,74.0
2992,62.0,134.0,15.0,49.0,32.0,94.0,67.0,52.0,85.0,70.0,7.0,86.0,77.0
2993,47.0,110.0,27.0,68.0,35.0,54.0,79.0,44.0,46.0,74.0,6.0,70.0,49.0
2994,51.0,98.0,74.0,96.0,70.0,101.0,88.0,74.0,60.0,35.0,12.0,81.0,105.0
2995,93.0,117.0,63.0,69.0,61.0,5.0,107.0,31.0,44.0,66.0,0.0,78.0,46.0
2996,71.0,57.0,53.0,74.0,93.0,0.0,23.0,41.0,17.0,97.0,8.0,65.0,31.0
2997,64.0,58.0,66.0,95.0,46.0,0.0,66.0,14.0,5.0,23.0,0.0,73.0,5.0
2998,46.0,77.0,46.0,113.0,81.0,15.0,7.0,48.0,34.0,36.0,16.0,88.0,0.0
2999,73.0,102.0,87.0,73.0,62.0,77.0,33.0,68.0,15.0,83.0,16.0,9.0,23.0
3000,65.0,101.0,21.0,72.0,62.0,84.0,58.0,70.0,66.0,37.0,0.0,24.0,37.0
3001,86.0,77.0,34.0,60.0,83.0,115.0,20.0,60.0,26.0,3.0,19.0,30.0,54.0
3002,59.0,54.0,85.0,61.0,76.0,84.0,0.0,56.0,22.0,40.0,31.0,0.0,84.0
3003,50.0,124.0,33.0,60.0,30.0,63.0,8.0,90.0,28.0,67.0,15.0,16.0,94.0
3004,77.0,88.0,7.0,53.0,27.0,62.0,38.0,53.0,59.0,40.0,10.0,37.0,47.0
3005,67.0,113.0,7.0,89.0,0.0,22.0,90.0,19.0,32.0,29.0,0.0,0.0,69.0
3006,77.0,93.0,60.0,57.0,0.0,52.0,29.0,66.0,46.0,32.0,0.0,0.0,59.0
3007,38.0,70.0,50.0,59.0,0.0,36.0,3.0,41.0,9.0,16.0,23.0,8.0,92.0
3008,65.0,36.0,50.0,59.0,64.0,22.0,45.0,8.0,34.0,62.0,10.0,26.0,85.0
3009,61.0,43.0,37.0,50.0,65.0,48.0,49.0,21.0,65.0,53.0,0.0,99.0,57.0
3010,70.0,61.0,45.0,20.0,100.0,35.0,40.0,70.0,69.0,63.0,29.0,82.0,54.0
3011,73.0,48.0,44.0,37.0,89.0,19.0,27.0,35.0,48.0,43.0,16.0,97.0,17.0
3012,34.0,86.0,56.0,115.0,73.0,28.0,30.0,69.0,70.0,75.0,9.0,94.0,48.0
3013,22.0,104.0,39.0,92.0,82.0,2.0,33.0,92.0,11.0,75.0,52.0,78.0,38.0
3014,80.0,108.0,34.0,101.0,0.0,30.0,63.0,44.0,6.0,94.0,80.0,119.0,84.0
3015,51.0,144.6491649,68.0,46.0,66.0,62.0,34.0,35.0,55.0,71.0,109.0,74.0,51.0
3016,39.0,144.6491649,52.0,83.0,42.0,75.0,50.0,46.0,52.0,36.0,79.0,28.0,58.0
3017,0.0,144.6491649,55.0,91.0,48.0,29.0,31.0,78.0,44.0,42.0,83.0,38.0,55.0
3018,36.0,94.0,28.0,93.0,124.0,65.0,30.0,42.0,72.0,18.0,36.0,87.0,74.0
3019,78.0,97.0,45.0,91.0,77.0,49.0,29.0,52.0,53.0,59.0,87.0,110.0,61.0
3020,74.0,103.0,71.0,53.0,16.0,26.0,64.0,25.0,11.0,58.0,64.0,107.0,18.0
3021,45.0,73.0,61.0,99.0,0.0,11.0,72.0,0.0,46.0,55.0,55.0,81.0,5.0
3022,74.0,40.0,1.0,120.0,0.0,19.0,75.0,21.0,18.0,67.0,20.0,112.0,3.0
3023,71.0,76.0,20.0,48.0,21.0,8.0,64.0,67.0,49.0,84.0,38.0,72.0,53.0
3024,50.0,112.0,51.0,0.0,76.0,84.0,57.0,47.0,75.0,50.0,6.0,89.0,78.0
3025,64.0,81.0,101.0,53.0,48.0,105.0,49.0,6.0,39.0,21.0,6.0,66.0,15.0
3026,59.0,89.0,46.0,70.0,105.0,70.0,60.0,0.0,82.0,26.0,15.0,55.0,33.0
3027,58.0,59.0,67.0,68.0,19.0,77.0,51.0,52.0,65.0,108.0,11.0,48.0,14.0
3028,43.0,144.6491649,49.0,88.0,96.0,62.0,71.0,52.0,21.0,51.0,0.0,54.0,0.0
3029,71.0,144.6491649,57.0,50.0,77.0,76.0,43.0,35.0,67.0,45.0,0.0,88.0,14.0
3030,80.0,111.0,47.0,2.0,85.0,30.0,80.0,76.0,61.0,61.0,0.0,75.0,2.0
3031,39.0,49.0,81.0,0.0,21.0,79.0,58.0,14.0,62.0,28.0,0.0,96.0,64.0
3032,67.0,43.0,27.0,8.0,63.0,20.0,9.0,91.0,48.0,101.0,0.0,2.0,112.0
3033,26.0,93.0,53.0,69.0,43.0,63.0,49.0,68.0,67.0,31.0,0.0,7.0,82.0
3034,8.0,123.0,48.0,83.0,41.0,68.0,64.0,53.0,3.0,40.0,0.0,46.0,86.0
3035,66.0,115.0,36.0,70.0,62.0,68.0,46.0,70.0,13.0,55.0,25.0,14.0,71.0
3036,36.0,61.0,7.0,92.0,110.0,109.0,0.0,47.0,13.0,0.0,54.0,37.0,53.0
3037,0.0,75.0,27.0,59.0,44.0,35.0,6.0,37.0,30.0,15.0,57.0,97.0,41.0
3038,6.0,53.0,44.0,68.0,90.0,23.0,15.0,53.0,21.0,83.0,4.0,103.0,32.0
3039,0.0,73.0,95.0,53.0,99.0,83.0,97.0,53.0,22.0,91.0,48.0,79.0,47.0
3040,32.0,36.0,45.0,65.0,71.0,75.0,44.0,38.0,30.0,74.0,76.0,88.0,66.0
3041,88.0,83.0,60.0,77.0,45.0,38.0,30.0,56.0,4.0,72.0,121.0,69.0,0.0
3042,85.0,34.0,69.0,79.0,28.0,61.0,49.0,75.0,36.0,55.0,32.0,74.0,13.0
3043,87.0,28.0,38.0,40.0,55.0,73.0,72.0,44.0,71.0,61.0,0.0,0.0,5.0
3044,45.0,142.0,29.0,33.0,39.0,32.0,70.0,3.0,60.0,56.0,0.0,0.0,37.0
3045,74.0,114.0,55.0,95.0,59.0,90.0,11.0,23.0,10.0,66.0,0.0,0.0,0.0
3046,29.0,64.0,16.0,113.0,60.0,27.0,0.0,40.0,5.0,72.0,0.0,11.0,0.0
3047,30.0,62.0,0.0,106.0,103.0,109.0,0.0,36.0,26.0,34.0,0.0,86.0,0.0
3048,62.0,115.0,6.0,71.0,35.0,92.0,0.0,7.0,48.0,49.0,37.0,96.0,0.0
3049,55.0,20.0,17.0,77.0,64.0,67.0,0.0,1.0,57.0,36.0,95.0,48.0,0.0
3050,90.0,49.0,46.0,71.0,82.0,66.0,34.0,0.0,62.0,39.0,58.0,105.0,0.0
3051,64.0,40.0,33.0,66.0,70.0,28.0,40.0,20.0,26.0,32.0,72.0,66.0,0.0
3052,72.0,57.0,60.0,76.0,52.0,43.0,54.0,4.0,41.0,106.0,77.0,85.0,12.0
3053,63.0,144.6491649,68.0,91.0,102.0,83.0,78.0,27.0,32.0,33.0,109.0,81.0,0.0
3054,84.0,119.0,55.0,82.0,71.0,81.0,70.0,0.0,8.0,0.0,104.0,84.0,0.0
3055,64.0,100.0,45.0,82.0,91.0,6.0,43.0,0.0,37.0,27.0,47.0,0.0,0.0
3056,26.0,116.0,78.0,44.0,71.0,0.0,64.0,6.0,66.0,81.0,73.0,0.0,0.0
3057,3.0,75.0,47.0,76.0,72.0,0.0,14.0,0.0,35.0,87.0,62.0,80.0,3.0
3058,18.0,137.0,16.0,94.0,21.0,0.0,8.0,0.0,15.0,42.0,30.0,136.0,7.0
3059,78.0,129.0,12.0,68.0,126.0,23.0,10.0,37.0,11.0,57.0,78.0,109.0,0.0
3060,70.0,108.0,50.0,29.0,68.0,61.0,50.0,3.0,29.0,20.0,62.0,63.0,0.0
3061,47.0,82.0,60.0,55.0,100.0,0.0,54.0,0.0,44.0,17.0,91.0,63.0,0.0
3062,67.0,126.0,60.0,15.0,53.0,0.0,49.0,0.0,46.0,30.0,96.0,49.0,5.0
3063,53.0,29.0,21.0,21.0,49.0,13.0,71.0,0.0,64.0,38.0,47.0,64.0,12.0
3064,54.0,102.0,25.0,0.0,34.0,74.0,74.0,0.0,43.0,32.0,11.0,83.0,29.0
3065,53.0,144.6491649,52.0,6.0,36.0,101.0,70.0,8.0,44.0,50.0,46.0,66.0,0.0
3066,5.0,42.0,56.0,15.0,16.0,72.0,47.0,0.0,66.0,86.0,25.0,90.0,72.0
3067,61.0,93.0,74.0,71.0,27.0,103.0,13.0,0.0,65.0,49.0,5.0,79.0,30.0
3068,93.0,100.0,64.0,71.0,25.0,24.0,0.0,0.0,9.0,49.0,8.0,53.0,102.0
3069,43.0,60.0,16.0,113.0,7.0,35.0,0.0,0.0,17.0,46.0,0.0,62.0,102.0
3070,17.0,135.0,21.0,77.0,2.0,84.0,0.0,0.0,70.0,70.0,0.0,56.0,48.0
3071,0.0,97.0,70.0,64.0,101.0,59.0,51.0,0.0,18.0,69.0,7.0,34.0,80.0
3072,49.0,55.0,73.0,89.0,65.0,34.0,0.0,30.0,79.0,14.0,48.0,41.0,70.0
3073,62.0,28.0,44.0,49.0,100.0,64.0,27.0,0.0,31.0,22.0,36.0,63.0,23.0
3074,90.0,57.0,23.0,93.0,44.0,35.0,7.0,92.0,30.0,89.0,30.0,118.0,6.0
3075,60.0,74.0,100.0,74.0,44.0,40.0,14.0,23.0,18.0,35.0,18.0,79.0,24.0
3076,30.0,126.0,36.0,87.0,35.0,70.0,50.0,40.0,0.0,35.0,18.0,105.0,80.0
3077,50.0,74.0,61.0,46.0,3.0,66.0,49.0,0.0,0.0,29.0,0.0,1.0,94.0
3078,88.0,65.0,75.0,90.0,64.0,34.0,62.0,0.0,0.0,34.0,17.0,3.0,67.0
3079,81.0,38.0,63.0,88.0,0.0,109.0,0.0,0.0,0.0,7.0,60.0,0.0,40.0
3080,71.0,46.0,41.0,57.0,36.0,76.0,6.0,2.0,12.0,85.0,66.0,37.0,49.0
3081,52.0,99.0,41.0,46.0,47.0,42.0,15.0,3.0,19.0,96.0,91.0,25.0,63.0
3082,64.0,144.6491649,1.0,37.0,53.0,63.0,0.0,0.0,34.0,42.0,85.0,12.0,77.0
3083,74.0,123.0,58.0,40.0,0.0,109.0,12.0,0.0,72.0,59.0,80.0,49.0,79.0
3084,53.0,96.0,32.0,72.0,0.0,68.0,49.0,0.0,22.0,7.0,69.0,0.0,73.0
3085,21.0,54.0,19.0,96.0,14.0,91.0,46.0,0.0,17.0,25.0,37.0,9.0,73.0
3086,62.0,40.0,39.0,23.0,0.0,87.0,69.0,2.0,3.0,12.0,42.0,64.0,33.0
3087,79.0,21.0,21.0,20.0,0.0,59.0,72.0,0.0,2.0,21.0,0.0,35.0,77.0
3088,82.0,44.0,29.0,95.0,53.0,89.0,76.0,0.0,11.0,70.0,0.0,0.0,90.0
3089,58.0,99.0,49.0,51.0,101.0,22.0,43.0,0.0,0.0,62.0,42.0,0.0,93.0
3090,0.0,21.0,43.0,70.0,71.0,17.0,60.0,0.0,0.0,77.0,94.0,0.0,115.0
3091,30.0,45.0,62.0,136.0,1.0,17.0,60.0,0.0,0.0,36.0,44.0,58.0,64.0
3092,43.0,80.0,72.0,83.0,9.0,33.0,102.0,4.0,0.0,43.0,77.0,76.0,119.0
3093,57.0,144.6491649,40.0,94.0,0.0,63.0,114.0,2.0,0.0,26.0,103.0,68.0,91.0
3094,73.0,102.0,47.0,77.0,0.0,101.0,99.0,0.0,0.0,42.0,91.0,76.0,80.0
3095,79.0,53.0,9.0,76.0,2.0,48.0,38.0,0.0,0.0,52.0,95.0,94.0,54.0
3096,72.0,44.0,37.0,80.0,0.0,88.0,43.0,0.0,5.0,67.0,47.0,77.0,62.0
3097,0.0,26.0,43.0,101.0,0.0,81.0,112.0,0.0,8.0,69.0,85.0,99.0,28.0
3098,37.0,71.0,42.0,36.0,0.0,63.0,58.0,4.0,24.0,7.0,8.0,14.0,39.0
3099,79.0,12.0,10.0,100.0,27.0,83.0,104.0,3.0,0.0,48.0,47.0,20.0,79.0
3100,54.0,81.0,20.0,10.0,65.0,81.0,91.0,0.0,5.0,52.0,94.0,37.0,75.0
