t,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
12955,5.0,62.0,0.0,40.0,0.0,14.0,4.0,50.0,15.0,0.0,0.0,1.0,6.0
12956,0.0,90.0,3.0,37.0,0.0,4.0,25.0,43.0,16.0,0.0,0.0,0.0,2.0
12957,16.0,79.0,19.0,37.0,1.0,0.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0
12958,0.0,57.0,0.0,20.0,15.0,53.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0
12959,11.0,22.0,6.0,27.0,2.0,0.0,0.0,36.0,58.0,0.0,0.0,0.0,0.0
12960,7.0,72.0,26.0,58.0,0.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0
12961,43.0,60.0,16.0,42.0,22.0,34.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
12962,30.0,24.0,71.0,25.0,2.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12963,45.0,44.0,38.0,48.0,0.0,42.0,0.0,8.0,25.0,24.0,0.0,0.0,0.0
12964,34.0,49.0,28.0,67.0,0.0,47.0,0.0,21.0,2.0,9.0,0.0,0.0,0.0
12965,28.0,31.0,0.0,44.0,7.0,78.0,0.0,16.0,5.0,4.0,0.0,0.0,0.0
12966,25.0,70.0,0.0,46.0,3.0,16.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0
12967,0.0,53.0,0.0,51.0,6.0,14.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0
12968,0.0,26.0,39.0,73.0,20.0,0.0,0.0,0.0,26.0,7.0,0.0,19.0,3.0
12969,0.0,14.0,23.0,49.0,3.0,18.0,2.0,0.0,27.0,0.0,0.0,0.0,8.0
12970,24.0,28.0,21.0,42.0,3.0,23.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0
12971,30.0,20.0,48.0,34.0,0.0,0.0,0.0,12.0,41.0,14.0,0.0,7.0,29.0
12972,33.0,7.0,51.0,10.0,24.0,0.0,0.0,0.0,6.0,36.0,0.0,14.0,1.0
12973,37.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,57.0
12974,1.0,10.0,59.0,0.0,10.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,29.0
12975,34.0,56.0,37.0,34.0,50.0,0.0,32.0,8.0,0.0,0.0,9.0,0.0,20.0
12976,62.0,1.0,46.0,30.0,11.0,0.0,8.0,0.0,46.0,31.0,16.0,31.0,65.0
12977,53.0,10.0,4.0,30.0,0.0,0.0,1.0,0.0,75.0,0.0,0.0,19.0,63.0
12978,43.0,34.0,55.0,49.0,0.0,0.0,0.0,3.0,107.0,24.0,17.0,16.0,43.0
12979,41.0,82.0,5.0,5.0,0.0,8.0,14.0,6.0,80.0,56.0,20.0,46.0,60.0
12980,17.0,79.0,18.0,0.0,23.0,1.0,23.0,6.0,74.0,42.0,6.0,44.0,8.0
12981,51.0,25.0,12.0,0.0,51.0,2.0,2.0,0.0,58.0,14.0,41.0,59.0,24.0
12982,37.0,52.0,58.0,16.0,0.0,0.0,0.0,0.0,57.0,2.0,13.0,0.0,36.0
12983,37.0,16.0,27.0,0.0,30.0,0.0,28.0,0.0,50.0,0.0,0.0,0.0,91.0
12984,19.0,7.0,43.0,0.0,23.0,20.0,14.0,0.0,71.0,15.0,62.0,0.0,62.0
12985,50.0,41.0,44.0,0.0,1.0,45.0,16.0,0.0,82.0,7.0,21.0,30.0,38.0
12986,25.0,57.0,22.0,16.0,22.0,3.0,13.0,0.0,75.0,0.0,53.0,10.0,5.0
12987,67.0,71.0,39.0,4.0,0.0,11.0,55.0,0.0,39.0,19.0,15.0,25.0,8.0
12988,65.0,24.0,38.0,4.0,0.0,20.0,0.0,0.0,60.0,59.0,0.0,14.0,9.0
12989,52.0,24.0,7.0,0.0,3.0,0.0,60.0,0.0,46.0,12.0,0.0,22.0,26.0
12990,41.0,27.0,1.0,0.0,14.0,11.0,23.0,0.0,30.0,9.0,0.0,17.0,21.0
12991,45.0,68.0,30.0,0.0,0.0,61.0,10.0,0.0,60.0,0.0,42.0,7.0,39.0
12992,64.0,63.0,28.0,0.0,0.0,8.0,36.0,15.0,19.0,0.0,61.0,1.0,60.0
12993,43.0,36.0,23.0,0.0,0.0,41.0,48.0,0.0,83.0,54.0,43.0,11.0,31.0
12994,35.0,28.0,6.0,0.0,42.0,40.0,15.0,0.0,46.0,49.0,15.0,40.0,85.0
12995,17.0,61.0,21.0,0.0,20.0,35.0,23.0,0.0,37.0,97.0,12.0,18.0,13.0
12996,42.0,62.0,29.0,1.0,0.0,29.0,38.0,0.0,73.0,39.0,13.0,22.0,0.0
12997,50.0,75.0,62.0,6.0,0.0,0.0,36.0,0.0,56.0,28.0,0.0,40.0,4.0
12998,65.0,107.0,40.0,0.0,0.0,26.0,29.0,12.0,47.0,26.0,4.0,21.0,8.0
12999,29.0,30.0,41.0,0.0,0.0,32.0,30.0,2.0,4.0,39.0,0.0,21.0,67.0
13000,36.0,115.1165388,45.0,2.0,7.0,0.0,15.0,0.0,57.0,7.0,0.0,37.0,52.0
13001,47.0,27.0,21.0,16.0,0.0,30.0,27.0,1.0,78.0,50.0,37.0,70.0,67.0
13002,58.0,32.0,33.0,0.0,13.0,10.0,0.0,0.0,106.0,40.0,43.0,65.0,84.0
13003,30.0,67.0,1.0,29.0,0.0,10.0,10.0,0.0,59.0,28.0,12.0,29.0,12.0
13004,29.0,38.0,4.0,16.0,0.0,29.0,4.0,0.0,81.0,0.0,0.0,32.0,11.0
13005,53.0,54.0,2.0,8.0,12.0,0.0,39.0,4.0,86.0,17.0,0.0,41.0,45.0
13006,42.0,16.0,26.0,8.0,11.0,54.0,6.0,41.0,63.0,42.0,0.0,35.0,82.0
13007,26.0,3.0,39.0,41.0,2.0,19.0,6.0,1.0,44.0,62.0,0.0,18.0,63.0
13008,0.0,18.0,33.0,1.0,66.0,91.0,51.0,36.0,83.0,64.0,0.0,52.0,32.0
13009,0.0,16.0,35.0,0.0,4.0,98.0,55.0,54.0,86.0,90.0,0.0,32.0,57.0
13010,39.0,5.0,25.0,22.0,36.0,107.0,34.0,67.0,25.0,37.0,0.0,21.0,52.0
13011,33.0,20.0,28.0,2.0,75.0,73.0,70.0,58.0,18.0,18.0,0.0,5.0,3.0
13012,10.0,3.0,4.0,25.0,28.0,89.0,45.0,37.0,37.0,0.0,4.0,0.0,1.0
13013,27.0,62.0,35.0,1.0,7.0,24.0,37.0,67.0,36.0,0.0,0.0,0.0,61.0
13014,50.0,19.0,29.0,41.0,47.0,50.0,27.0,83.0,52.0,61.0,13.0,11.0,55.0
13015,51.0,75.0,3.0,21.0,79.0,59.0,39.0,47.0,35.0,49.0,43.0,32.0,9.0
13016,0.0,35.0,25.0,62.0,38.0,41.0,55.0,47.0,93.0,86.0,8.0,19.0,0.0
13017,8.0,53.0,8.0,77.0,45.0,67.0,66.0,67.0,70.0,39.0,23.0,3.0,0.0
13018,33.0,50.0,15.0,42.0,48.0,75.0,51.0,77.0,105.0,72.0,14.0,22.0,6.0
13019,35.0,3.0,46.0,68.0,73.0,96.0,42.0,44.0,83.0,85.0,70.0,31.0,8.0
13020,36.0,53.0,44.0,49.0,79.0,88.0,20.0,36.0,107.0,82.0,66.0,0.0,63.0
13021,53.0,37.0,28.0,59.0,45.0,23.0,22.0,67.0,56.0,89.0,23.0,10.0,61.0
13022,28.0,45.0,34.0,80.0,0.0,49.0,64.0,54.0,58.0,50.0,64.0,2.0,59.0
13023,57.0,29.0,24.0,58.0,18.0,90.0,67.0,59.0,41.0,15.0,21.0,10.0,5.0
13024,54.0,15.0,39.0,82.0,32.0,65.0,46.0,37.0,79.0,36.0,46.0,24.0,1.0
13025,39.0,38.0,3.0,50.0,36.0,21.0,50.0,22.0,30.0,23.0,27.0,73.0,0.0
13026,18.0,0.0,75.0,0.0,0.0,44.0,53.0,51.0,73.0,13.0,37.0,30.0,0.0
13027,45.0,56.0,18.0,10.0,27.0,43.0,31.0,54.0,30.0,22.0,49.0,4.0,0.0
13028,71.0,47.0,35.0,26.0,18.0,95.0,25.0,61.0,34.0,51.0,65.0,70.0,1.0
13029,43.0,95.0,52.0,3.0,0.0,105.0,15.0,65.0,87.0,63.0,35.0,16.0,1.0
13030,76.0,66.0,13.0,59.0,0.0,91.0,52.0,65.0,67.0,53.0,75.0,64.0,0.0
13031,62.0,20.0,0.0,56.0,88.0,75.0,67.0,55.0,94.0,26.0,62.0,86.0,0.0
13032,34.0,22.0,4.0,40.0,88.0,88.0,47.0,80.0,50.0,0.0,39.0,44.0,0.0
13033,42.0,54.0,22.0,30.0,75.0,10.0,64.0,88.0,103.0,5.0,59.0,44.0,0.0
13034,25.0,47.0,19.0,91.06718722,60.0,0.0,37.0,55.0,84.0,63.0,38.0,64.0,0.0
13035,24.0,8.0,14.0,31.0,71.0,71.0,9.0,62.0,66.0,93.0,0.0,59.0,0.0
13036,19.0,0.0,0.0,64.0,64.0,95.0,35.0,69.0,113.0,83.0,41.0,9.0,0.0
13037,52.0,66.0,29.0,45.0,51.0,15.0,18.0,70.0,105.0,79.0,57.0,61.0,3.0
13038,42.0,56.0,28.0,46.0,57.0,26.0,30.0,66.0,103.0,77.0,29.0,57.0,33.0
13039,54.0,69.0,58.0,72.0,57.0,97.0,47.0,55.0,88.0,35.0,47.0,52.0,15.0
13040,49.0,39.0,30.0,64.0,33.0,108.0,61.0,55.0,1.0,58.0,19.0,60.0,0.0
13041,60.0,79.0,39.0,53.0,26.0,96.0,65.0,53.0,9.0,40.0,56.0,76.0,0.0
13042,22.0,31.0,1.0,32.0,0.0,112.0,55.0,36.0,49.0,8.0,50.0,52.0,0.0
13043,9.0,65.0,24.0,47.0,21.0,96.0,52.0,61.0,32.0,59.0,43.0,0.0,22.0
13044,9.0,6.0,1.0,71.0,88.0,79.0,65.0,69.0,95.0,35.0,45.0,33.0,2.0
13045,0.0,42.0,14.0,61.0,62.0,37.0,57.0,47.0,87.0,6.0,34.0,22.0,39.0
13046,0.0,6.0,33.0,49.0,11.0,53.0,31.0,27.0,49.0,29.0,59.0,20.0,0.0
13047,13.0,54.0,32.0,66.0,56.0,79.0,52.0,33.0,91.0,43.0,61.0,36.0,0.0
13048,36.0,71.0,42.0,55.0,36.0,51.0,57.0,88.0,110.0,21.0,54.0,33.0,0.0
13049,10.0,81.0,16.0,48.0,63.0,83.0,23.0,46.0,115.0,59.0,60.0,29.0,0.0
13050,19.0,66.0,23.0,5.0,37.0,95.0,48.0,47.0,94.0,72.0,32.0,11.0,1.0
13051,29.0,39.0,1.0,28.0,80.0,72.0,45.0,59.0,98.0,34.0,31.0,39.0,11.0
13052,32.0,68.0,0.0,56.0,26.0,9.0,46.0,34.0,79.0,66.0,3.0,46.0,53.0
13053,8.0,84.0,0.0,74.0,59.0,47.0,33.0,42.0,50.0,53.0,0.0,45.0,51.0
13054,3.0,85.0,23.0,41.0,77.0,100.0,31.0,37.0,72.0,40.0,0.0,76.0,59.0
13055,1.0,87.0,11.0,55.0,93.0,41.0,25.0,26.0,72.0,9.0,0.0,46.0,25.0
13056,0.0,47.0,19.0,53.0,66.0,27.0,38.0,23.0,94.0,19.0,19.0,57.0,17.0
13057,0.0,67.0,42.0,22.0,29.0,19.0,41.0,72.0,85.0,9.0,70.0,30.0,59.0
13058,7.0,10.0,31.0,19.0,42.0,106.0,36.0,40.0,115.0,59.0,12.0,43.0,71.0
13059,4.0,67.0,51.0,30.0,93.0,93.0,54.0,62.0,50.0,69.0,0.0,64.0,80.0
13060,14.0,38.0,49.0,69.0,54.0,61.0,6.0,76.0,93.0,0.0,0.0,43.0,55.0
13061,35.0,96.0,40.0,78.0,45.0,78.0,70.0,70.0,62.0,43.0,27.0,60.0,93.0
13062,58.0,1.0,13.0,68.0,78.0,88.0,50.0,60.0,120.0,20.0,71.0,37.0,42.0
13063,22.0,59.0,34.0,60.0,71.0,67.0,31.0,56.0,96.0,58.0,77.0,0.0,8.0
13064,38.0,39.0,31.0,74.0,49.0,102.0,32.0,49.0,106.0,24.0,64.0,0.0,21.0
13065,48.0,55.0,40.0,51.0,25.0,57.0,46.0,20.0,105.0,25.0,66.0,2.0,27.0
13066,61.0,41.0,4.0,41.0,84.0,18.0,35.0,0.0,94.0,28.0,16.0,16.0,17.0
13067,12.0,62.0,23.0,64.0,62.0,47.0,47.0,18.0,102.0,42.0,34.0,36.0,56.0
13068,45.0,82.0,25.0,53.0,31.0,95.0,52.0,54.0,53.0,22.0,63.0,51.0,50.0
13069,41.0,50.0,1.0,40.0,6.0,98.0,58.0,47.0,26.0,96.0,48.0,48.0,60.0
13070,51.0,31.0,0.0,54.0,15.0,43.0,43.0,77.0,84.0,26.0,74.0,36.0,46.0
13071,31.0,18.0,40.0,53.0,49.0,66.0,49.0,50.0,133.0379012,37.0,11.0,5.0,55.0
13072,16.0,51.0,11.0,77.0,73.0,91.0,54.0,49.0,102.0,89.0,0.0,40.0,65.0
13073,27.0,85.0,12.0,12.0,57.0,97.0,30.0,74.0,84.0,55.0,0.0,19.0,27.0
13074,48.0,29.0,9.0,43.0,69.0,58.0,28.0,56.0,98.0,52.0,21.0,23.0,0.0
13075,17.0,32.0,3.0,42.0,85.0,92.0,30.0,52.0,114.0,43.0,67.0,24.0,0.0
13076,42.0,86.0,17.0,68.0,76.0,101.0,16.0,76.0,42.0,54.0,79.0,31.0,0.0
13077,31.0,50.0,25.0,54.0,60.0,36.0,64.0,76.0,37.0,71.0,56.0,24.0,34.0
13078,49.0,53.0,34.0,59.0,100.0,89.0,35.0,93.0,105.0,24.0,42.0,58.0,44.0
13079,21.0,19.0,10.0,78.0,46.0,67.0,32.0,80.0,113.0,60.0,64.0,32.0,43.0
13080,26.0,111.0,54.0,63.0,50.0,60.0,41.0,86.0,94.0,71.0,37.0,70.0,40.0
13081,44.0,1.0,39.0,56.0,80.0,11.0,7.0,66.0,38.0,64.0,92.0,85.0,30.0
13082,15.0,50.0,40.0,59.0,60.0,47.0,49.0,72.0,33.0,24.0,53.0,35.0,28.0
13083,20.0,25.0,22.0,56.0,42.0,27.0,47.0,63.0,79.0,21.0,42.0,38.0,22.0
13084,43.0,57.0,53.0,44.0,76.0,12.0,21.0,48.0,80.0,75.0,51.0,62.0,34.0
13085,50.0,76.0,45.0,64.0,7.0,30.0,62.0,55.0,113.0,95.0,66.0,67.0,0.0
13086,28.0,66.0,50.0,0.0,10.0,45.0,43.0,82.0,20.0,69.0,93.0,66.0,1.0
13087,6.0,65.0,8.0,62.0,54.0,73.0,45.0,85.0,12.0,24.0,49.0,52.0,4.0
13088,33.0,11.0,9.0,61.0,22.0,73.0,51.0,64.0,95.0,40.0,10.0,54.0,4.0
13089,54.0,34.0,50.0,47.0,54.0,3.0,50.0,93.0,87.0,32.0,27.0,42.0,6.0
13090,15.0,29.0,22.0,73.0,88.0,65.0,35.0,62.0,93.0,35.0,49.0,4.0,6.0
13091,23.0,53.0,8.0,52.0,87.0,51.0,42.0,26.0,133.0379012,17.0,20.0,31.0,0.0
13092,14.0,44.0,12.0,61.0,39.0,53.0,23.0,69.0,72.0,3.0,101.0,0.0,1.0
13093,0.0,16.0,13.0,54.0,63.0,80.0,42.0,63.0,83.0,26.0,74.0,21.0,6.0
13094,0.0,93.0,33.0,59.0,25.0,39.0,50.0,37.0,64.0,28.0,62.0,47.0,7.0
13095,24.0,94.0,0.0,34.0,51.0,47.0,47.0,22.0,109.0,10.0,80.0,49.0,4.0
13096,28.0,31.0,32.0,58.0,64.0,48.0,76.0,53.0,92.0,0.0,31.0,57.0,6.0
13097,5.0,17.0,4.0,60.0,22.0,12.0,66.0,76.0,117.0,0.0,66.0,15.0,6.0
13098,0.0,105.0,0.0,42.0,52.0,6.0,48.0,80.0,37.0,12.0,46.0,19.0,30.0
13099,6.0,53.0,0.0,63.0,35.0,17.0,50.0,62.0,80.0,4.0,45.0,36.0,43.0
13100,0.0,47.0,0.0,58.0,26.0,46.0,58.0,78.0,67.0,43.0,68.0,43.0,1.0
13101,0.0,45.0,13.0,59.0,53.0,67.0,72.0,66.0,80.0,29.0,64.0,19.0,9.0
13102,0.0,39.0,32.0,62.0,74.0,84.0,66.0,63.0,14.0,14.0,61.0,4.0,12.0
13103,0.0,101.0,58.0,21.0,48.0,75.0,75.0,104.0,69.0,38.0,3.0,0.0,10.0
13104,0.0,7.0,44.0,42.0,57.0,69.0,40.0,65.0,94.0,45.0,14.0,0.0,32.0
13105,26.0,56.0,49.0,63.0,48.0,56.0,35.0,56.0,106.0,40.0,36.0,37.0,18.0
13106,20.0,18.0,3.0,78.0,72.0,47.0,48.0,81.0,95.0,9.0,69.0,51.0,17.0
13107,4.0,11.0,27.0,37.0,14.0,41.0,42.0,85.0,89.0,1.0,16.0,15.0,13.0
13108,2.0,13.0,21.0,19.0,15.0,53.0,22.0,55.0,93.0,14.0,0.0,47.0,38.0
13109,4.0,26.0,41.0,61.0,59.0,122.6049868,57.0,47.0,81.0,36.0,9.0,64.0,47.0
13110,22.0,41.0,9.0,80.0,66.0,100.0,55.0,53.0,39.0,26.0,32.0,64.0,66.0
13111,25.0,74.0,12.0,62.0,56.0,105.0,46.0,53.0,69.0,0.0,20.0,76.0,50.0
13112,32.0,62.0,18.0,75.0,40.0,87.0,42.0,66.0,29.0,0.0,6.0,31.0,11.0
13113,26.0,20.0,41.0,68.0,50.0,83.0,41.0,34.0,34.0,12.0,32.0,18.0,0.0
13114,32.0,60.0,18.0,69.0,54.0,104.0,42.0,13.0,122.0,46.0,26.0,63.0,1.0
13115,33.0,72.0,23.0,44.0,76.0,73.0,47.0,10.0,109.0,15.0,12.0,68.0,28.0
13116,42.0,71.0,21.0,61.0,9.0,73.0,7.0,50.0,52.0,24.0,10.0,29.0,12.0
13117,14.0,69.0,32.0,49.0,16.0,46.0,71.0,75.0,95.0,9.0,0.0,20.0,72.0
13118,31.0,44.0,34.0,51.0,48.0,15.0,52.0,72.0,70.0,69.0,0.0,80.0,61.0
13119,33.0,66.0,27.0,56.0,75.0,64.0,54.0,66.0,17.0,49.0,0.0,18.0,48.0
13120,4.0,51.0,39.0,28.0,58.0,88.0,9.0,74.0,1.0,24.0,0.0,63.0,97.0
13121,40.0,0.0,0.0,65.0,43.0,69.0,52.0,68.0,59.0,0.0,13.0,5.0,73.0
13122,22.0,21.0,0.0,36.0,45.0,40.0,37.0,67.0,104.0,0.0,0.0,12.0,70.0
13123,40.0,61.0,37.0,49.0,8.0,21.0,44.0,37.0,92.0,0.0,0.0,19.0,30.0
13124,31.0,76.0,58.0,31.0,71.0,82.0,63.0,71.0,98.0,2.0,0.0,21.0,0.0
13125,53.0,66.0,31.0,72.0,80.0,84.0,54.0,9.0,81.0,76.0,0.0,29.0,0.0
13126,34.0,66.0,18.0,91.0,29.0,54.0,54.0,67.0,31.0,45.0,6.0,51.0,0.0
13127,31.0,25.0,56.0,33.0,0.0,88.0,56.0,46.0,109.0,82.0,0.0,66.0,3.0
13128,3.0,30.0,79.54686296,91.06718722,70.0,25.0,46.0,63.0,129.0,60.0,2.0,1.0,1.0
13129,5.0,62.0,48.0,70.0,83.0,43.0,53.0,35.0,81.0,26.0,1.0,39.0,0.0
13130,10.0,35.0,8.0,48.0,71.0,80.0,48.0,16.0,86.0,13.0,16.0,13.0,0.0
13131,5.0,19.0,0.0,75.0,48.0,76.0,50.0,28.0,84.0,11.0,0.0,76.0,0.0
13132,27.0,86.0,7.0,51.0,78.0,75.0,52.0,86.0,78.0,0.0,0.0,23.0,0.0
13133,15.0,52.0,27.0,71.0,67.0,15.0,46.0,68.0,100.0,0.0,0.0,61.0,0.0
13134,2.0,108.0,20.0,55.0,45.0,33.0,53.0,61.0,83.0,0.0,0.0,44.0,4.0
13135,22.0,77.0,26.0,65.0,38.0,15.0,60.0,85.0,102.0,0.0,0.0,54.0,0.0
13136,3.0,58.0,42.0,62.0,63.0,9.0,48.0,61.0,103.0,30.0,11.0,47.0,0.0
13137,2.0,47.0,49.0,74.0,95.0,85.0,40.0,72.0,79.0,0.0,0.0,45.0,9.0
13138,26.0,45.0,46.0,60.0,77.0,73.0,47.0,81.0,118.0,72.0,0.0,29.0,0.0
13139,25.0,57.0,15.0,1.0,46.0,6.0,61.0,88.0,63.0,29.0,0.0,37.0,0.0
13140,39.0,59.0,42.0,53.0,23.0,41.0,34.0,67.0,3.0,37.0,0.0,56.0,15.0
13141,45.0,0.0,17.0,87.0,20.0,101.0,10.0,55.0,4.0,15.0,0.0,46.0,1.0
13142,14.0,0.0,0.0,52.0,68.0,84.0,3.0,74.0,52.0,0.0,0.0,72.0,0.0
13143,3.0,61.0,0.0,77.0,65.0,104.0,35.0,65.0,56.0,2.0,24.0,54.0,0.0
13144,12.0,75.0,0.0,68.0,61.0,83.0,40.0,53.0,12.0,0.0,43.0,49.0,0.0
13145,22.0,86.0,1.0,42.0,60.0,69.0,56.0,52.0,1.0,0.0,25.0,38.0,0.0
13146,16.0,69.0,12.0,39.0,18.0,65.0,44.0,54.0,3.0,0.0,11.0,63.0,11.0
13147,25.0,0.0,37.0,74.0,25.0,71.0,46.0,32.0,97.0,13.0,56.0,72.0,0.0
13148,26.0,63.0,36.0,59.0,109.0,51.0,71.0,21.0,115.0,4.0,48.0,58.0,0.0
13149,26.0,69.0,28.0,64.0,57.0,50.0,15.0,20.0,93.0,20.0,7.0,77.0,0.0
13150,36.0,67.0,41.0,68.0,32.0,27.0,60.0,77.0,108.0,63.0,23.0,56.0,0.0
13151,45.0,19.0,9.0,51.0,75.0,97.0,42.0,15.0,74.0,39.0,54.0,62.0,0.0
13152,18.0,63.0,0.0,53.0,33.0,58.0,18.0,72.0,101.0,79.0,25.0,55.0,39.0
13153,34.0,66.0,0.0,65.0,66.0,6.0,51.0,59.0,59.0,0.0,65.0,41.0,29.0
13154,13.0,91.0,0.0,63.0,31.0,21.0,54.0,65.0,72.0,0.0,30.0,52.0,43.0
13155,8.0,49.0,10.0,29.0,4.0,84.0,48.0,79.0,74.0,23.0,47.0,40.0,10.0
13156,7.0,34.0,7.0,21.0,24.0,101.0,64.0,73.0,116.0,88.0,64.0,30.0,0.0
13157,0.0,17.0,17.0,61.0,74.0,83.0,34.0,61.0,95.0,69.0,49.0,43.0,0.0
13158,0.0,43.0,19.0,46.0,60.0,54.0,47.0,59.0,51.0,39.0,50.0,17.0,0.0
13159,0.0,67.0,4.0,78.0,54.0,53.0,24.0,69.0,82.0,61.0,6.0,0.0,24.0
13160,18.0,39.0,20.0,69.0,68.0,24.0,20.0,58.0,81.0,33.0,4.0,0.0,85.0
13161,35.0,50.0,23.0,63.0,84.0,68.0,12.0,15.0,102.0,3.0,9.0,0.0,66.0
13162,21.0,60.0,41.0,60.0,62.0,32.0,61.0,0.0,67.0,4.0,43.0,10.0,31.0
13163,57.0,58.0,21.0,37.0,63.0,85.0,17.0,51.0,7.0,44.0,68.0,31.0,38.0
13164,31.0,77.0,14.0,46.0,51.0,99.0,59.0,47.0,57.0,46.0,53.0,39.0,4.0
13165,52.0,55.0,13.0,65.0,89.0,99.0,66.0,10.0,69.0,30.0,5.0,33.0,0.0
13166,33.0,40.0,29.0,77.0,42.0,82.0,43.0,56.0,95.0,93.0,20.0,37.0,0.0
13167,20.0,26.0,29.0,52.0,48.0,42.0,25.0,49.0,99.0,0.0,23.0,39.0,16.0
13168,24.0,23.0,16.0,60.0,71.0,35.0,46.0,68.0,88.0,15.0,48.0,55.0,15.0
13169,21.0,62.0,38.0,41.0,20.0,45.0,48.0,48.0,77.0,31.0,63.0,44.0,24.0
13170,4.0,75.0,25.0,33.0,24.0,18.0,60.0,36.0,118.0,0.0,46.0,63.0,30.0
13171,19.0,90.0,13.0,38.0,5.0,21.0,52.0,20.0,76.0,0.0,48.0,73.0,30.0
13172,28.0,26.0,36.0,34.0,15.0,21.0,52.0,20.0,101.0,0.0,78.0,84.0,3.0
13173,41.0,18.0,32.0,39.0,9.0,0.0,63.0,49.0,53.0,58.0,59.0,55.0,23.0
13174,24.0,66.0,23.0,56.0,65.0,0.0,53.0,66.0,106.0,70.0,77.0,42.0,22.0
13175,44.0,29.0,50.0,28.0,44.0,27.0,63.0,63.0,127.0,55.0,100.0,47.0,0.0
13176,13.0,95.0,38.0,44.0,37.0,41.0,57.0,69.0,70.0,70.0,68.0,59.0,28.0
13177,45.0,62.0,10.0,39.0,90.0,29.0,24.0,60.0,85.0,13.0,28.0,70.0,6.0
13178,23.0,31.0,43.0,71.0,100.0,19.0,12.0,78.0,105.0,57.0,24.0,58.0,0.0
13179,4.0,0.0,26.0,47.0,68.0,56.0,28.0,48.0,96.0,17.0,56.0,26.0,17.0
13180,11.0,26.0,20.0,44.0,52.0,33.0,35.0,61.0,31.0,46.0,48.0,0.0,5.0
13181,6.0,34.0,24.0,12.0,90.0,60.0,0.0,39.0,10.0,30.0,42.0,20.0,0.0
13182,8.0,82.0,11.0,36.0,68.0,29.0,19.0,64.0,61.0,29.0,47.0,30.0,25.0
13183,26.0,41.0,7.0,59.0,84.0,101.0,54.0,62.0,41.0,5.0,3.0,27.0,20.0
13184,41.0,19.0,20.0,83.0,12.0,36.0,46.0,61.0,24.0,36.0,14.0,32.0,56.0
13185,35.0,57.0,37.0,32.0,13.0,95.0,64.0,67.0,8.0,18.0,37.0,40.0,22.0
13186,2.0,77.0,28.0,61.0,81.0,40.0,46.0,53.0,0.0,16.0,22.0,25.0,50.0
13187,39.0,15.0,21.0,81.0,40.0,67.0,33.0,66.0,0.0,9.0,63.0,44.0,80.0
13188,33.0,37.0,44.0,51.0,49.0,20.0,37.0,5.0,26.0,16.0,82.0,41.0,25.0
13189,10.0,36.0,5.0,65.0,18.0,6.0,34.0,3.0,28.0,18.0,20.0,55.0,64.0
13190,25.0,83.0,0.0,83.0,97.0,41.0,60.0,17.0,34.0,53.0,72.0,69.0,41.0
13191,29.0,78.0,11.0,77.0,58.0,76.0,40.0,50.0,81.0,0.0,47.0,81.0,29.0
13192,26.0,37.0,34.0,56.0,21.0,93.0,25.0,65.0,111.0,0.0,37.0,53.0,26.0
13193,20.0,58.0,16.0,35.0,77.0,65.0,36.0,72.0,73.0,19.0,13.0,20.0,29.0
13194,14.0,20.0,23.0,72.0,17.0,56.0,51.0,63.0,41.0,64.0,0.0,44.0,22.0
13195,49.0,0.0,4.0,21.0,28.0,77.0,62.0,65.0,99.0,39.0,12.0,69.0,61.0
13196,53.0,7.0,36.0,38.0,68.0,73.0,43.0,47.0,104.0,1.0,15.0,59.0,34.0
13197,48.0,44.0,21.0,35.0,4.0,88.0,21.0,55.0,81.0,51.0,19.0,24.0,87.0
13198,36.0,94.0,18.0,42.0,97.0,40.0,47.0,61.0,51.0,39.0,52.0,14.0,42.0
13199,57.0,88.0,0.0,50.0,94.0,46.0,49.0,56.0,108.0,0.0,20.0,37.0,26.0
13200,6.0,47.0,16.0,60.0,84.0,67.0,61.0,75.0,101.0,0.0,0.0,18.0,6.0
13201,42.0,38.0,20.0,57.0,72.0,6.0,50.0,67.0,62.0,74.0,0.0,34.0,0.0
13202,42.0,40.0,17.0,35.0,46.0,42.0,44.0,82.0,41.0,28.0,19.0,9.0,0.0
13203,0.0,9.0,17.0,38.0,50.0,11.0,54.0,66.0,56.0,5.0,84.0,18.0,17.0
13204,0.0,73.0,22.0,57.0,47.0,41.0,67.0,55.0,76.0,16.0,75.0,0.0,20.0
13205,9.0,62.0,31.0,72.0,76.0,93.0,22.0,62.0,36.0,0.0,57.0,0.0,14.0
13206,1.0,81.0,30.0,44.0,68.0,113.0,33.0,0.0,67.0,39.0,64.0,42.0,12.0
13207,6.0,38.0,0.0,73.0,86.0,122.0,58.0,1.0,106.0,12.0,44.0,5.0,22.0
