t,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
2216,5.0,7.0,5.0,0.0,0.0,38.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0
2217,8.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,17.0,14.0,0.0,22.0
2218,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,42.0
2219,6.0,5.0,0.0,11.0,0.0,45.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0
2220,0.0,0.0,0.0,17.0,0.0,21.0,0.0,0.0,5.0,1.0,15.0,0.0,7.0
2221,33.0,7.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2222,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0
2223,0.0,1.0,9.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0
2224,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0
2226,22.0,24.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,14.0,0.0,15.0,0.0
2227,27.0,16.0,0.0,1.0,85.0,0.0,0.0,0.0,0.0,4.0,12.0,19.0,0.0
2228,0.0,8.0,0.0,10.0,63.0,0.0,0.0,0.0,1.0,3.0,6.0,8.0,0.0
2229,0.0,4.0,0.0,10.0,93.0,5.0,0.0,0.0,33.0,35.0,0.0,24.0,0.0
2230,8.0,2.0,0.0,6.0,89.0,3.0,0.0,8.0,0.0,0.0,0.0,56.0,0.0
2231,17.0,2.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,47.0,0.0,40.0,0.0
2232,0.0,27.0,3.0,0.0,97.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,29.0
2233,0.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,4.0
2234,0.0,0.0,0.0,10.0,56.0,0.0,0.0,0.0,23.0,76.0,9.0,19.0,0.0
2235,9.0,0.0,0.0,0.0,47.0,8.0,0.0,8.0,5.0,52.0,0.0,44.0,10.0
2236,63.0,0.0,0.0,3.0,32.0,0.0,2.0,0.0,3.0,21.0,2.0,15.0,52.0
2237,48.0,25.0,20.0,1.0,4.0,0.0,1.0,8.0,0.0,0.0,5.0,0.0,44.0
2238,34.0,0.0,6.0,0.0,26.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,51.0
2239,34.0,0.0,31.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0
2240,27.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,39.0
2241,3.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,67.0
2242,16.0,0.0,37.0,0.0,0.0,0.0,17.0,0.0,0.0,22.0,31.0,19.0,53.0
2243,33.0,2.0,33.0,2.0,9.0,0.0,11.0,0.0,0.0,60.0,0.0,68.0,39.0
2244,14.0,10.0,0.0,33.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0,34.0,10.0
2245,21.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,40.0,0.0,4.0,15.0,0.0,41.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0
2247,21.0,35.0,24.0,0.0,26.0,48.0,19.0,13.0,0.0,39.0,2.0,0.0,0.0
2248,25.0,0.0,46.0,0.0,4.0,30.0,8.0,32.0,0.0,0.0,16.0,0.0,16.0
2249,38.0,16.0,49.0,0.0,0.0,45.0,12.0,26.0,0.0,5.0,4.0,9.0,4.0
2250,28.0,2.0,1.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,6.0,2.0,6.0
2251,36.0,2.0,0.0,0.0,4.0,30.0,0.0,30.0,0.0,0.0,7.0,0.0,0.0
2252,47.0,0.0,1.0,0.0,0.0,20.0,0.0,18.0,0.0,0.0,0.0,0.0,27.0
2253,54.0,0.0,8.0,1.0,9.0,0.0,0.0,32.0,30.0,0.0,4.0,0.0,21.0
2254,34.0,0.0,12.0,0.0,1.0,11.0,0.0,55.0,56.0,0.0,29.0,8.0,0.0
2255,30.0,0.0,0.0,1.0,0.0,28.0,0.0,15.0,62.0,7.0,13.0,4.0,0.0
2256,49.0,0.0,10.0,0.0,9.0,0.0,0.0,1.0,82.0,14.0,12.0,20.0,0.0
2257,45.0,0.0,21.0,9.0,22.0,23.0,2.0,73.0,49.0,17.0,0.0,0.0,0.0
2258,22.0,0.0,24.0,36.0,7.0,9.0,0.0,69.0,97.0,0.0,3.0,0.0,0.0
2259,3.0,13.0,77.0,26.0,0.0,35.0,0.0,44.0,8.0,1.0,32.0,0.0,0.0
2260,0.0,12.0,53.0,8.0,0.0,35.0,0.0,1.0,98.0,0.0,16.0,0.0,0.0
2261,0.0,6.0,2.0,16.0,0.0,36.0,0.0,53.0,65.0,0.0,4.0,0.0,0.0
2262,0.0,0.0,47.0,13.0,0.0,7.0,0.0,64.0,43.0,0.0,0.0,14.0,0.0
2263,0.0,0.0,43.0,44.0,0.0,89.0,0.0,66.0,71.0,22.0,0.0,16.0,0.0
2264,0.0,0.0,11.0,28.0,0.0,86.0,0.0,37.0,50.0,9.0,23.0,11.0,2.0
2265,0.0,0.0,3.0,0.0,0.0,17.0,0.0,71.0,78.0,13.0,17.0,4.0,0.0
2266,0.0,0.0,23.0,26.0,0.0,25.0,0.0,10.0,50.0,30.0,24.0,0.0,0.0
2267,0.0,0.0,29.0,59.0,0.0,69.0,1.0,0.0,39.0,7.0,93.0,0.0,0.0
2268,0.0,0.0,71.0,34.0,0.0,85.0,0.0,0.0,15.0,9.0,79.0,0.0,0.0
2269,29.0,0.0,60.0,44.0,0.0,64.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
2270,7.0,0.0,45.0,63.0,0.0,26.0,0.0,8.0,0.0,0.0,30.0,0.0,0.0
2271,10.0,20.0,20.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,58.0,14.0,0.0
2272,4.0,18.0,3.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,35.0,11.0,0.0
2273,2.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,68.0,18.0,0.0
2274,0.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,60.0,9.0,0.0
2275,0.0,69.0,71.0,5.0,0.0,0.0,0.0,0.0,5.0,57.0,41.0,20.0,10.0
2276,0.0,37.0,45.0,4.0,0.0,24.0,0.0,0.0,0.0,52.0,10.0,42.0,2.0
2277,0.0,0.0,44.0,19.0,0.0,53.0,0.0,0.0,0.0,38.0,0.0,43.0,1.0
2278,4.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,63.0,25.0
2279,6.0,11.0,37.0,0.0,0.0,71.0,0.0,0.0,0.0,14.0,0.0,15.0,9.0
2280,0.0,73.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,19.0,41.0
2281,7.0,28.0,29.0,0.0,0.0,7.0,0.0,0.0,0.0,27.0,0.0,41.0,5.0
2282,8.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0
2283,2.0,37.0,35.0,10.0,0.0,0.0,0.0,11.0,9.0,6.0,0.0,79.0,20.0
2284,0.0,68.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0
2285,0.0,76.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,104.0,12.0
2286,0.0,94.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,65.0,21.0
2287,0.0,88.0,63.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,27.0,9.0,2.0
2288,0.0,81.0,54.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0
2289,0.0,53.0,25.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0
2290,0.0,36.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,0.0,46.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,0.0,36.0,13.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
2293,3.0,64.0,39.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0
2294,1.0,28.0,41.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0
2295,18.0,66.0,64.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0
2296,2.0,61.0,41.0,1.0,0.0,0.0,22.0,0.0,0.0,8.0,0.0,4.0,0.0
2297,14.0,23.0,49.0,0.0,21.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
2298,2.0,22.0,23.0,0.0,31.0,0.0,9.0,14.0,1.0,37.0,0.0,1.0,0.0
2299,7.0,35.0,72.0,0.0,24.0,0.0,36.0,0.0,5.0,40.0,0.0,0.0,4.0
2300,0.0,28.0,13.0,0.0,33.0,0.0,43.0,0.0,4.0,0.0,0.0,0.0,0.0
2301,0.0,25.0,38.0,0.0,19.0,0.0,2.0,0.0,0.0,5.0,21.0,0.0,0.0
2302,0.0,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0
2303,8.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,13.0,10.0,5.0,12.0
2304,0.0,12.0,35.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0
2305,1.0,46.0,30.0,0.0,8.0,0.0,0.0,0.0,3.0,14.0,26.0,6.0,14.0
2306,0.0,14.0,10.0,0.0,19.0,21.0,0.0,0.0,51.0,35.0,44.0,9.0,25.0
2307,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,64.0,42.0,22.0,26.0
2308,0.0,26.0,11.0,0.0,39.0,0.0,32.0,0.0,17.0,17.0,29.0,40.0,19.0
2309,0.0,0.0,18.0,0.0,6.0,0.0,4.0,0.0,45.0,13.0,15.0,33.0,0.0
2310,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,39.0,67.0,0.0,55.0,0.0
2311,0.0,0.0,25.0,34.0,84.0,0.0,0.0,2.0,67.0,11.0,0.0,59.0,0.0
2312,0.0,7.0,11.0,12.0,87.0,0.0,0.0,0.0,75.0,0.0,0.0,56.0,0.0
2313,0.0,0.0,0.0,0.0,114.3688469,0.0,0.0,6.0,49.0,32.0,4.0,94.0,0.0
2314,0.0,0.0,0.0,0.0,43.0,0.0,0.0,4.0,47.0,32.0,0.0,67.0,0.0
2315,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,68.0,60.0,0.0,76.0,0.0
2316,40.0,0.0,3.0,0.0,90.0,0.0,0.0,0.0,73.0,43.0,0.0,112.927108,0.0
2317,2.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,68.0,26.0,0.0,89.0,0.0
2318,0.0,0.0,10.0,0.0,78.0,0.0,3.0,0.0,41.0,50.0,0.0,79.0,0.0
2319,6.0,0.0,34.0,0.0,11.0,0.0,15.0,0.0,22.0,30.0,2.0,94.0,0.0
2320,0.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,46.0,0.0,89.0,0.0
2321,0.0,1.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,40.0,76.0,0.0
2322,25.0,7.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,14.0,66.0,0.0
2323,0.0,0.0,2.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0
2324,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,39.0,0.0
2325,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,30.0,41.0,42.0,2.0
2326,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0,21.0,0.0
2327,4.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0,58.0,0.0
2328,2.0,0.0,0.0,3.0,24.0,0.0,9.0,0.0,0.0,0.0,0.0,38.0,0.0
2329,9.0,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,4.0,0.0,44.0,1.0
2330,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,6.0,55.0,41.0
2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,68.0,1.0
2332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,40.0,0.0
2333,3.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,41.0,10.0,0.0
2334,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,46.0,0.0
2335,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,0.0
2336,38.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2337,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
2338,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,24.0,0.0,0.0,0.0
2339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0
2340,0.0,14.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2341,0.0,2.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,9.0,5.0,0.0,0.0
2342,0.0,12.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,27.0,4.0,0.0,0.0
2343,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
2344,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2345,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0
2346,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2347,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0
2348,0.0,0.0,20.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,17.0,2.0,0.0
2349,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,9.0,2.0,0.0,0.0
2350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2353,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,0.0,0.0,14.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,21.0,0.0
2355,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14.0,0.0,0.0,0.0,37.0,3.0
2356,0.0,2.0,11.0,0.0,0.0,14.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0
2357,5.0,0.0,0.0,0.0,0.0,11.0,0.0,23.0,0.0,0.0,27.0,0.0,0.0
2358,0.0,0.0,0.0,0.0,0.0,29.0,0.0,17.0,37.0,0.0,9.0,0.0,4.0
2359,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
2360,6.0,0.0,0.0,0.0,0.0,29.0,0.0,30.0,0.0,0.0,0.0,4.0,0.0
2361,0.0,46.0,0.0,0.0,0.0,20.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
2362,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,78.0,0.0,0.0
2363,25.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,44.0,0.0,0.0
2364,18.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,0.0,0.0,4.0,14.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,15.0,0.0,11.0,16.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,6.0,0.0,34.0,0.0,0.0,62.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,0.0,0.0,0.0,0.0,0.0,28.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0
2369,19.0,0.0,0.0,0.0,0.0,19.0,0.0,64.0,0.0,0.0,52.0,0.0,0.0
2370,0.0,0.0,18.0,0.0,0.0,19.0,12.0,56.0,0.0,0.0,61.0,0.0,31.0
2371,0.0,0.0,45.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
2372,0.0,0.0,19.0,0.0,0.0,26.0,0.0,2.0,0.0,1.0,36.0,0.0,0.0
2373,0.0,0.0,30.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
2374,0.0,3.0,22.0,18.0,0.0,0.0,10.0,0.0,0.0,2.0,65.0,0.0,0.0
2375,0.0,7.0,74.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,1.0
2376,0.0,0.0,3.0,6.0,0.0,0.0,0.0,12.0,0.0,12.0,3.0,0.0,0.0
2377,0.0,0.0,24.0,0.0,0.0,0.0,20.0,0.0,27.0,4.0,4.0,0.0,0.0
2378,16.0,0.0,78.0,19.0,0.0,0.0,0.0,0.0,12.0,0.0,46.0,41.0,0.0
2379,19.0,4.0,44.0,18.0,0.0,0.0,21.0,0.0,65.0,0.0,37.0,87.0,13.0
2380,0.0,7.0,0.0,46.0,0.0,12.0,5.0,0.0,87.0,0.0,15.0,103.0,5.0
2381,0.0,0.0,21.0,60.0,0.0,17.0,0.0,0.0,7.0,0.0,15.0,93.0,6.0
2382,0.0,0.0,39.0,29.0,0.0,33.0,6.0,0.0,37.0,52.0,0.0,40.0,0.0
2383,0.0,0.0,71.0,61.0,0.0,0.0,0.0,15.0,76.0,28.0,6.0,72.0,0.0
2384,0.0,0.0,41.0,51.0,0.0,0.0,10.0,2.0,67.0,35.0,0.0,73.0,6.0
2385,5.0,0.0,10.0,15.0,0.0,0.0,20.0,2.0,0.0,4.0,11.0,57.0,0.0
2386,0.0,0.0,26.0,8.0,0.0,1.0,13.0,0.0,0.0,40.0,3.0,49.0,0.0
2387,0.0,0.0,10.0,13.0,12.0,0.0,39.0,0.0,23.0,13.0,0.0,0.0,0.0
2388,33.0,0.0,51.0,11.0,0.0,5.0,17.0,15.0,17.0,20.0,0.0,5.0,2.0
2389,3.0,0.0,58.0,0.0,0.0,0.0,6.0,0.0,1.0,38.0,0.0,0.0,0.0
2390,0.0,0.0,43.0,5.0,22.0,0.0,50.0,0.0,0.0,52.0,0.0,0.0,0.0
2391,0.0,0.0,24.0,0.0,0.0,0.0,69.0,0.0,0.0,23.0,0.0,0.0,0.0
2392,0.0,0.0,24.0,0.0,3.0,0.0,51.0,0.0,0.0,13.0,0.0,0.0,0.0
2393,0.0,0.0,17.0,1.0,43.0,0.0,23.0,0.0,4.0,4.0,0.0,0.0,7.0
2394,4.0,0.0,31.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2395,19.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,50.0,0.0,79.54686296,12.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0
2397,32.0,0.0,31.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
2398,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0
2399,23.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2400,26.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
2401,20.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0
2402,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2403,25.0,0.0,37.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
2404,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,7.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2407,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2408,0.0,0.0,14.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,9.0,15.0,33.0
2409,35.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0
2410,52.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2413,13.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2414,13.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2415,15.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0
2418,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
2419,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0
2422,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0
2423,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,0.0,0.0
2425,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2426,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0
2428,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0
2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
2431,0.0,6.0,17.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
2432,0.0,0.0,0.0,9.0,0.0,0.0,0.0,45.0,0.0,5.0,0.0,0.0,0.0
2433,0.0,0.0,0.0,5.0,0.0,0.0,0.0,72.0,0.0,25.0,3.0,0.0,0.0
2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,7.0,0.0,0.0,33.0
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,6.0,0.0,0.0
2436,0.0,12.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0
2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,20.0,8.0,0.0,0.0
2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,13.0,0.0
2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,63.0,0.0,0.0
2440,0.0,0.0,0.0,0.0,0.0,16.0,0.0,47.0,0.0,0.0,0.0,58.0,0.0
2441,5.0,0.0,0.0,11.0,0.0,13.0,0.0,60.0,0.0,0.0,0.0,34.0,0.0
2442,12.0,0.0,0.0,14.0,0.0,0.0,0.0,36.0,0.0,8.0,0.0,5.0,17.0
2443,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,1.0,4.0,0.0,0.0,10.0
2444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,7.0,1.0,0.0,13.0
2445,0.0,23.0,11.0,17.0,4.0,13.0,0.0,76.0,0.0,0.0,2.0,13.0,0.0
2446,0.0,2.0,5.0,0.0,0.0,6.0,0.0,87.0,0.0,0.0,23.0,11.0,0.0
2447,19.0,2.0,0.0,8.0,0.0,3.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0
2448,7.0,0.0,0.0,0.0,0.0,6.0,0.0,56.0,2.0,0.0,5.0,0.0,0.0
2449,7.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
2450,0.0,6.0,0.0,16.0,0.0,18.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
2451,0.0,5.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0
2452,0.0,16.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0
2454,0.0,0.0,0.0,11.0,0.0,0.0,0.0,56.0,5.0,0.0,0.0,11.0,0.0
2455,0.0,0.0,1.0,5.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,9.0,0.0
2456,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0
2457,0.0,0.0,0.0,1.0,42.0,0.0,17.0,42.0,0.0,0.0,0.0,0.0,0.0
2458,1.0,5.0,0.0,33.0,17.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
2459,0.0,38.0,0.0,24.0,38.0,3.0,0.0,43.0,0.0,0.0,0.0,0.0,5.0
2460,0.0,12.0,0.0,41.0,16.0,2.0,1.0,60.0,0.0,0.0,0.0,0.0,25.0
2461,10.0,4.0,0.0,44.0,5.0,9.0,0.0,38.0,16.0,0.0,15.0,0.0,0.0
2462,0.0,50.0,0.0,23.0,34.0,5.0,0.0,45.0,0.0,0.0,0.0,38.0,7.0
2463,18.0,14.0,0.0,73.0,55.0,9.0,3.0,87.0,0.0,0.0,0.0,29.0,0.0
2464,0.0,36.0,0.0,62.0,56.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0
2465,12.0,25.0,0.0,48.0,43.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
2466,0.0,28.0,0.0,56.0,56.0,0.0,0.0,57.0,0.0,0.0,12.0,0.0,0.0
2467,0.0,15.0,14.0,24.0,20.0,0.0,6.0,58.0,0.0,0.0,27.0,18.0,0.0
2468,0.0,0.0,0.0,33.0,1.0,0.0,0.0,97.0,0.0,0.0,0.0,21.0,0.0
